fico,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_util,total_acc,annual_inc,emp_length,home_ownership,loan_amnt,int_rate,term,grade,purpose,state_gdp_2012,default,dti_w,annual_inc_w,loan_amnt_w,state_gdp_2012_w,log_income,log_state_gdp,fico_10,dti_5,loan_amnt_1000
702.0,23.02,0.0,0.0,0.0,64.7,24.0,78283.0,2 years,RENT,20000.0,12.12,36,B,credit_card,2144089.6,0,23.02,78283.0,20000.0,2144089.6,11.26809851882486,14.578225591344385,70.2,4.604,20.0
737.0,9.43,0.0,0.0,0.0,41.2,22.0,98965.0,1 year,RENT,10000.0,9.76,60,B,major_purchase,273593.9,0,9.43,98965.0,10000.0,273593.9,11.502531635786212,12.51940016916035,73.7,1.886,10.0
702.0,10.88,1.0,3.0,0.0,51.4,28.0,63200.0,5 years,MORTGAGE,20900.0,17.99,60,D,debt_consolidation,43550.7,0,10.88,63200.0,20900.0,43550.7,11.05407540279458,10.681681055630232,70.2,2.176,20.9
677.0,22.54,0.0,0.0,0.0,85.2,26.0,56208.0,6 years,RENT,4000.0,13.11,36,B,debt_consolidation,2144089.6,0,22.54,56208.0,4000.0,2144089.6,10.93683216540912,14.578225591344385,67.7,4.508,4.0
667.0,5.49,0.0,0.0,0.0,66.8,6.0,98500.0,2 years,RENT,5000.0,13.99,36,C,debt_consolidation,233481.2,0,5.49,98500.0,5000.0,233481.2,11.49782197939291,12.36085683893104,66.7,1.098,5.0
667.0,8.52,0.0,1.0,0.0,82.4,7.0,55000.0,7 years,RENT,15000.0,18.55,36,D,credit_card,400623.3,1,8.52,55000.0,15000.0,400623.3,10.915106645867503,12.900776863278333,66.7,1.704,15.0
737.0,11.55,0.0,3.0,0.0,33.2,26.0,75000.0,5 years,RENT,10000.0,14.65,60,C,debt_consolidation,273593.9,0,11.55,75000.0,10000.0,273593.9,11.225256725762893,12.51940016916035,73.7,2.31,10.0
722.0,13.96,0.0,2.0,0.0,64.3,26.0,350000.0,6 years,MORTGAGE,30000.0,13.67,36,B,debt_consolidation,1410447.8,0,13.96,220000.0,30000.0,1410447.8,12.301387370778713,14.159417800586231,72.2,2.7920000000000003,30.0
712.0,19.75,0.0,1.0,0.0,28.0,15.0,63495.0,10+ years,MORTGAGE,5750.0,9.76,36,B,car,186553.9,0,19.75,63495.0,5750.0,186553.9,11.058732190770712,12.136475484354124,71.2,3.95,5.75
672.0,24.92,0.0,0.0,0.0,87.6,25.0,31400.0,,RENT,15250.0,17.99,36,D,debt_consolidation,244114.4,0,24.92,31400.0,15250.0,244114.4,10.354595018522993,12.405392246857383,67.2,4.984,15.25
792.0,11.84,0.0,1.0,0.0,8.1,20.0,75000.0,2 years,MORTGAGE,4425.0,7.62,36,A,home_improvement,439539.7,0,11.84,75000.0,4425.0,439539.7,11.225256725762893,12.993483321948231,79.2,2.368,4.425
787.0,7.81,0.0,1.0,0.0,14.2,16.0,73000.0,8 years,RENT,25000.0,12.12,60,B,small_business,2144089.6,0,7.81,73000.0,25000.0,2144089.6,11.19822841866684,14.578225591344385,78.7,1.5619999999999998,25.0
742.0,28.61,0.0,6.0,0.0,17.0,34.0,68000.0,8 years,MORTGAGE,1600.0,14.65,60,C,other,1410447.8,0,28.61,68000.0,1600.0,1410447.8,11.127277689932466,14.159417800586231,74.2,5.7219999999999995,1.6
682.0,15.26,0.0,0.0,0.0,68.7,4.0,12660.0,,RENT,6075.0,13.99,36,C,credit_card,127789.1,0,15.26,16000.0,6075.0,127789.1,9.680406499268875,11.758136527773347,68.2,3.052,6.075
712.0,6.1,0.0,0.0,0.0,48.0,14.0,68809.0,3 years,MORTGAGE,14700.0,9.76,36,B,home_improvement,768722.9,0,6.1,68809.0,14700.0,768722.9,11.139104362196525,13.552485845448977,71.2,1.22,14.7
772.0,7.91,0.0,0.0,0.0,13.4,35.0,60000.0,10+ years,MORTGAGE,15000.0,7.62,36,A,debt_consolidation,296272.5,0,7.91,60000.0,15000.0,296272.5,11.002116507732017,12.59903491791456,77.2,1.582,15.0
672.0,16.67,0.0,1.0,0.0,60.0,35.0,81000.0,5 years,MORTGAGE,24000.0,22.45,60,F,debt_consolidation,2144089.6,0,16.67,81000.0,24000.0,2144089.6,11.302216779257382,14.578225591344385,67.2,3.3340000000000005,24.0
722.0,17.92,0.0,1.0,0.0,70.7,48.0,114400.0,< 1 year,RENT,17000.0,13.99,60,C,debt_consolidation,1410447.8,0,17.92,114400.0,17000.0,1410447.8,11.647465099148372,14.159417800586231,72.2,3.5840000000000005,17.0
712.0,15.35,0.0,0.0,0.0,64.8,27.0,80000.0,4 years,MORTGAGE,20000.0,12.12,36,B,credit_card,128764.2,0,15.35,80000.0,20000.0,128764.2,11.289794413577894,11.765738103706484,71.2,3.07,20.0
752.0,17.31,0.0,1.0,0.0,44.8,25.0,135000.0,4 years,MORTGAGE,13600.0,6.62,36,A,debt_consolidation,2144089.6,0,17.31,135000.0,13600.0,2144089.6,11.813037464800539,14.578225591344385,75.2,3.4619999999999997,13.6
677.0,14.34,0.0,1.0,0.0,42.0,15.0,40000.0,2 years,MORTGAGE,9600.0,15.31,36,C,debt_consolidation,244114.4,0,14.34,40000.0,9600.0,244114.4,10.596659732783579,12.405392246857383,67.7,2.868,9.6
672.0,9.93,0.0,0.0,0.0,76.7,15.0,95000.0,8 years,MORTGAGE,18000.0,20.5,60,E,credit_card,519569.0,0,9.93,95000.0,18000.0,519569.0,11.461642696843066,13.160754900720871,67.2,1.986,18.0
677.0,2.93,0.0,1.0,0.0,81.0,12.0,111000.0,10+ years,MORTGAGE,19500.0,20.5,36,E,debt_consolidation,400623.3,0,2.93,111000.0,19500.0,400623.3,11.6172944892629,12.900776863278333,67.7,0.5860000000000001,19.5
707.0,11.97,0.0,3.0,0.0,71.5,16.0,45000.0,10+ years,MORTGAGE,10000.0,12.12,36,B,debt_consolidation,768722.9,0,11.97,45000.0,10000.0,768722.9,10.714439990727769,13.552485845448977,70.7,2.394,10.0
707.0,17.76,0.0,1.0,0.0,68.1,24.0,65000.0,2 years,MORTGAGE,25000.0,18.25,60,D,debt_consolidation,720881.5,0,17.76,65000.0,25000.0,720881.5,11.082157933374816,13.488230047696899,70.7,3.5520000000000005,25.0
777.0,8.31,0.0,0.0,0.0,0.0,14.0,40000.0,2 years,MORTGAGE,11700.0,7.9,36,A,small_business,439539.7,0,8.31,40000.0,11700.0,439539.7,10.596659732783579,12.993483321948231,77.7,1.6620000000000001,11.7
702.0,20.09,0.0,0.0,0.0,75.8,16.0,40000.0,6 years,RENT,18000.0,12.12,36,B,credit_card,128764.2,0,20.09,40000.0,18000.0,128764.2,10.596659732783579,11.765738103706484,70.2,4.018,18.0
802.0,4.14,0.0,0.0,0.0,22.0,28.0,65000.0,,MORTGAGE,6000.0,6.03,36,A,home_improvement,444478.2,0,4.14,65000.0,6000.0,444478.2,11.082157933374816,13.00465628886389,80.2,0.828,6.0
677.0,10.77,1.0,1.0,0.0,62.0,31.0,120000.0,7 years,RENT,28000.0,19.99,36,E,debt_consolidation,1323400.8,0,10.77,120000.0,28000.0,1323400.8,11.695255355062795,14.095715345063464,67.7,2.154,28.0
687.0,8.45,0.0,1.0,0.0,42.3,23.0,90000.0,1 year,RENT,12500.0,13.99,36,C,credit_card,720881.5,0,8.45,90000.0,12500.0,720881.5,11.407576060361786,13.488230047696899,68.7,1.69,12.5
672.0,17.78,0.0,0.0,1.0,56.6,10.0,33000.0,8 years,RENT,4000.0,13.11,36,B,debt_consolidation,2144089.6,0,17.78,33000.0,4000.0,2144089.6,10.404293143019792,14.578225591344385,67.2,3.556,4.0
672.0,21.83,0.0,2.0,0.0,61.0,16.0,36000.0,< 1 year,MORTGAGE,8875.0,15.81,36,C,debt_consolidation,268861.9,1,21.83,36000.0,8875.0,268861.9,10.491301994830229,12.501953143858227,67.2,4.366,8.875
682.0,10.05,4.0,0.0,0.0,95.7,40.0,175000.0,10+ years,MORTGAGE,15000.0,18.25,36,D,credit_card,768722.9,0,10.05,175000.0,15000.0,768722.9,12.07254696717504,13.552485845448977,68.2,2.0100000000000002,15.0
677.0,23.34,1.0,0.0,0.0,90.4,25.0,60000.0,2 years,RENT,10000.0,14.65,36,C,credit_card,1410447.8,0,23.34,60000.0,10000.0,1410447.8,11.002116507732017,14.159417800586231,67.7,4.668,10.0
687.0,21.9,0.0,1.0,0.0,35.0,23.0,40000.0,10+ years,RENT,16000.0,19.22,60,D,debt_consolidation,176323.1,0,21.9,40000.0,16000.0,176323.1,10.596659732783579,12.080073386461823,68.7,4.38,16.0
672.0,11.63,0.0,2.0,0.0,83.5,23.0,108622.0,4 years,RENT,18000.0,20.99,60,E,credit_card,2144089.6,1,11.63,108622.0,18000.0,2144089.6,11.595638450430412,14.578225591344385,67.2,2.326,18.0
717.0,21.55,0.0,1.0,0.0,81.7,32.0,63000.0,10+ years,MORTGAGE,4500.0,8.9,36,A,wedding,540882.4,0,21.55,63000.0,4500.0,540882.4,11.050905878263567,13.200957158968144,71.7,4.3100000000000005,4.5
742.0,16.69,0.0,0.0,0.0,38.8,49.0,63500.0,1 year,MORTGAGE,10375.0,6.62,36,A,debt_consolidation,768722.9,0,16.69,63500.0,10375.0,768722.9,11.05881093278828,13.552485845448977,74.2,3.338,10.375
722.0,18.13,0.0,1.0,0.0,35.1,39.0,108000.0,10+ years,MORTGAGE,10000.0,10.74,36,B,moving,334555.5,0,18.13,108000.0,10000.0,334555.5,11.58989576532275,12.72055806406985,72.2,3.626,10.0
727.0,26.42,1.0,0.0,0.0,32.7,58.0,45600.0,10+ years,MORTGAGE,12250.0,7.9,36,A,debt_consolidation,418742.3,0,26.42,45600.0,12250.0,418742.3,10.727684925086583,12.94501097389265,72.7,5.284000000000001,12.25
752.0,5.58,0.0,0.0,0.0,32.2,25.0,95000.0,10+ years,MORTGAGE,12000.0,6.03,36,A,other,2144089.6,0,5.58,95000.0,12000.0,2144089.6,11.461642696843066,14.578225591344385,75.2,1.116,12.0
782.0,22.82,0.0,0.0,0.0,15.9,26.0,54973.0,10+ years,RENT,25000.0,6.62,36,A,debt_consolidation,445120.7,0,22.82,54973.0,25000.0,445120.7,10.914615625171118,13.006100760325612,78.2,4.564,25.0
672.0,19.1,0.0,3.0,0.0,42.8,29.0,62000.0,10+ years,RENT,18000.0,20.99,60,E,credit_card,173238.8,1,19.1,62000.0,18000.0,173238.8,11.034905792929415,12.06242626849783,67.2,3.8200000000000003,18.0
727.0,8.42,0.0,1.0,0.0,40.4,28.0,100000.0,10+ years,OWN,12000.0,9.76,36,B,debt_consolidation,443566.1,0,8.42,100000.0,12000.0,443566.1,11.51293546492023,13.0026021113398,72.7,1.684,12.0
662.0,17.32,0.0,2.0,0.0,51.2,14.0,45000.0,5 years,RENT,5000.0,16.29,36,C,medical,519569.0,1,17.32,45000.0,5000.0,519569.0,10.714439990727769,13.160754900720871,66.2,3.464,5.0
702.0,12.98,0.0,0.0,0.0,90.0,14.0,55000.0,8 years,MORTGAGE,1450.0,10.74,36,B,other,334555.5,0,12.98,55000.0,1500.0,334555.5,10.915106645867503,12.72055806406985,70.2,2.596,1.5
662.0,18.51,0.0,0.0,0.0,83.6,24.0,35000.0,5 years,RENT,10000.0,17.99,36,D,debt_consolidation,2144089.6,1,18.51,35000.0,10000.0,2144089.6,10.463131911491967,14.578225591344385,66.2,3.7020000000000004,10.0
742.0,9.78,0.0,6.0,0.0,27.0,36.0,89000.0,8 years,MORTGAGE,11200.0,10.74,36,B,debt_consolidation,176323.1,0,9.78,89000.0,11200.0,176323.1,11.39640288460621,12.080073386461823,74.2,1.956,11.2
662.0,21.88,0.0,1.0,0.0,65.7,18.0,45000.0,6 years,RENT,2500.0,16.29,36,C,major_purchase,334555.5,0,21.88,45000.0,2500.0,334555.5,10.714439990727769,12.72055806406985,66.2,4.3759999999999994,2.5
692.0,14.18,0.0,0.0,0.0,62.6,22.0,75000.0,< 1 year,MORTGAGE,27000.0,20.99,60,E,debt_consolidation,268068.2,0,14.18,75000.0,27000.0,268068.2,11.225256725762893,12.498996704730999,69.2,2.836,27.0
737.0,24.22,0.0,0.0,0.0,71.0,16.0,59200.0,3 years,RENT,29175.0,13.11,60,B,debt_consolidation,2144089.6,0,24.22,59200.0,29175.0,2144089.6,10.988693712621323,14.578225591344385,73.7,4.843999999999999,29.175
682.0,10.43,0.0,0.0,0.0,62.9,5.0,36000.0,,RENT,10000.0,13.67,36,B,debt_consolidation,1323400.8,1,10.43,36000.0,10000.0,1323400.8,10.491301994830229,14.095715345063464,68.2,2.086,10.0
712.0,0.71,0.0,0.0,0.0,4.0,6.0,33800.0,< 1 year,MORTGAGE,10500.0,18.25,60,D,car,439539.7,1,1.05,33800.0,10500.0,439539.7,10.428245666832275,12.993483321948231,71.2,0.21000000000000002,10.5
762.0,10.63,0.0,1.0,0.0,72.6,8.0,43000.0,10+ years,MORTGAGE,14000.0,6.62,36,A,credit_card,296272.5,0,10.63,43000.0,14000.0,296272.5,10.668978650219241,12.59903491791456,76.2,2.1260000000000003,14.0
682.0,22.63,0.0,1.0,0.0,64.4,32.0,72000.0,8 years,MORTGAGE,7000.0,13.67,36,B,debt_consolidation,400623.3,0,22.63,72000.0,7000.0,400623.3,11.184435286790631,12.900776863278333,68.2,4.526,7.0
662.0,10.88,2.0,0.0,0.0,85.4,15.0,59000.0,10+ years,RENT,4500.0,17.99,36,D,other,273593.9,0,10.88,59000.0,4500.0,273593.9,10.985309671896763,12.51940016916035,66.2,2.176,4.5
707.0,6.78,0.0,2.0,0.0,43.1,10.0,126000.0,3 years,RENT,3000.0,9.76,36,B,medical,418742.3,0,6.78,126000.0,3000.0,418742.3,11.744045122410057,12.94501097389265,70.7,1.356,3.0
667.0,6.99,1.0,2.0,0.0,94.4,17.0,52000.0,9 years,RENT,10000.0,18.25,36,D,credit_card,768722.9,1,6.99,52000.0,10000.0,768722.9,10.859018228147887,13.552485845448977,66.7,1.3980000000000001,10.0
697.0,11.73,0.0,0.0,0.0,92.7,15.0,40000.0,10+ years,MORTGAGE,15000.0,13.99,36,C,debt_consolidation,87644.8,0,11.73,40000.0,15000.0,87644.8,10.596659732783579,11.381047561721246,69.7,2.346,15.0
727.0,13.65,0.0,3.0,0.0,35.2,32.0,85000.0,,MORTGAGE,7000.0,7.9,36,A,small_business,400623.3,0,13.65,85000.0,7000.0,400623.3,11.350418300109132,12.900776863278333,72.7,2.73,7.0
737.0,21.89,0.0,0.0,0.0,18.6,18.0,46000.0,1 year,RENT,2550.0,6.62,36,A,major_purchase,444478.2,1,21.89,46000.0,2550.0,444478.2,10.736418414365376,13.00465628886389,73.7,4.378,2.55
717.0,21.58,1.0,1.0,0.0,31.5,40.0,102000.0,10+ years,MORTGAGE,28000.0,18.55,60,D,debt_consolidation,418742.3,1,21.58,102000.0,28000.0,418742.3,11.532737896139919,12.94501097389265,71.7,4.316,28.0
702.0,16.72,0.0,2.0,0.0,74.1,20.0,72000.0,10+ years,MORTGAGE,5000.0,10.74,36,B,credit_card,2144089.6,1,16.72,72000.0,5000.0,2144089.6,11.184435286790631,14.578225591344385,70.2,3.344,5.0
667.0,17.4,3.0,2.0,0.0,36.1,8.0,10000.0,< 1 year,RENT,1000.0,17.27,36,D,other,2144089.6,0,17.4,16000.0,1500.0,2144089.6,9.680406499268875,14.578225591344385,66.7,3.4799999999999995,1.5
712.0,18.78,0.0,1.0,0.0,37.7,44.0,85000.0,< 1 year,RENT,14500.0,13.99,36,C,debt_consolidation,334555.5,0,18.78,85000.0,14500.0,334555.5,11.350418300109132,12.72055806406985,71.2,3.7560000000000002,14.5
677.0,21.17,0.0,3.0,0.0,59.7,26.0,45000.0,1 year,MORTGAGE,15000.0,19.99,60,E,debt_consolidation,128764.2,1,21.17,45000.0,15000.0,128764.2,10.714439990727769,11.765738103706484,67.7,4.234,15.0
697.0,11.77,0.0,1.0,0.0,63.6,30.0,68000.0,10+ years,MORTGAGE,20000.0,18.25,60,D,debt_consolidation,1410447.8,0,11.77,68000.0,20000.0,1410447.8,11.127277689932466,14.159417800586231,69.7,2.354,20.0
697.0,5.18,2.0,0.0,0.0,88.0,25.0,130000.0,10+ years,MORTGAGE,18000.0,13.99,36,C,debt_consolidation,519569.0,1,5.18,130000.0,18000.0,519569.0,11.775297421715827,13.160754900720871,69.7,1.036,18.0
682.0,17.23,0.0,0.0,0.0,29.9,21.0,75796.0,9 years,RENT,9600.0,13.11,36,B,major_purchase,1323400.8,0,17.23,75796.0,9600.0,1323400.8,11.235813993010828,14.095715345063464,68.2,3.446,9.6
697.0,13.97,0.0,0.0,0.0,62.6,25.0,90000.0,10+ years,MORTGAGE,20000.0,13.11,36,B,credit_card,274540.5,0,13.97,90000.0,20000.0,274540.5,11.407576060361786,12.522854070032228,69.7,2.794,20.0
702.0,18.08,0.0,0.0,0.0,54.1,20.0,77000.0,10+ years,RENT,6300.0,8.9,36,A,major_purchase,127789.1,0,18.08,77000.0,6300.0,127789.1,11.251573687764477,11.758136527773347,70.2,3.6159999999999997,6.3
767.0,19.81,0.0,4.0,0.0,46.2,15.0,80000.0,7 years,MORTGAGE,10000.0,7.62,36,A,credit_card,2144089.6,0,19.81,80000.0,10000.0,2144089.6,11.289794413577894,14.578225591344385,76.7,3.9619999999999997,10.0
737.0,22.47,0.0,0.0,0.0,39.7,36.0,65000.0,5 years,MORTGAGE,7350.0,6.62,36,A,house,2144089.6,1,22.47,65000.0,7350.0,2144089.6,11.082157933374816,14.578225591344385,73.7,4.494,7.35
722.0,20.3,0.0,0.0,0.0,51.6,34.0,72000.0,5 years,RENT,9600.0,8.9,36,A,debt_consolidation,2144089.6,0,20.3,72000.0,9600.0,2144089.6,11.184435286790631,14.578225591344385,72.2,4.0600000000000005,9.6
727.0,6.32,0.0,1.0,0.0,23.1,13.0,30000.0,3 years,RENT,6000.0,7.9,36,A,medical,1323400.8,0,6.32,30000.0,6000.0,1323400.8,10.308985993422082,14.095715345063464,72.7,1.264,6.0
702.0,11.29,0.0,2.0,0.0,63.9,35.0,120000.0,2 years,RENT,20000.0,13.99,36,C,debt_consolidation,768722.9,0,11.29,120000.0,20000.0,768722.9,11.695255355062795,13.552485845448977,70.2,2.258,20.0
692.0,15.58,0.0,0.0,0.0,84.4,36.0,105000.0,4 years,MORTGAGE,20000.0,13.67,36,B,debt_consolidation,296272.5,1,15.58,105000.0,20000.0,296272.5,11.561725152903833,12.59903491791456,69.2,3.116,20.0
722.0,3.53,0.0,0.0,0.0,22.4,13.0,14976.0,,MORTGAGE,2900.0,7.62,36,A,other,768722.9,0,3.53,16000.0,2900.0,768722.9,9.680406499268875,13.552485845448977,72.2,0.706,2.9
727.0,5.94,0.0,1.0,0.0,36.9,20.0,85000.0,1 year,MORTGAGE,12000.0,9.76,36,B,debt_consolidation,2144089.6,0,5.94,85000.0,12000.0,2144089.6,11.350418300109132,14.578225591344385,72.7,1.1880000000000002,12.0
712.0,5.23,0.0,2.0,0.0,82.9,5.0,52800.0,6 years,MORTGAGE,12000.0,13.67,36,B,home_improvement,42041.6,0,5.23,52800.0,12000.0,43550.7,10.874285408908944,10.681681055630232,71.2,1.046,12.0
692.0,10.05,0.0,2.0,0.0,71.4,19.0,78000.0,10+ years,RENT,5600.0,13.11,36,B,debt_consolidation,1323400.8,0,10.05,78000.0,5600.0,1323400.8,11.264476926102367,14.095715345063464,69.2,2.0100000000000002,5.6
672.0,20.75,1.0,0.0,0.0,62.9,16.0,48000.0,1 year,RENT,3600.0,13.67,36,B,debt_consolidation,107718.8,1,20.75,48000.0,3600.0,107718.8,10.778977123006351,11.58727940687091,67.2,4.15,3.6
672.0,17.22,0.0,0.0,0.0,65.6,45.0,60000.0,8 years,MORTGAGE,8000.0,13.99,36,C,debt_consolidation,233481.2,0,17.22,60000.0,8000.0,233481.2,11.002116507732017,12.36085683893104,67.2,3.444,8.0
727.0,13.77,1.0,2.0,0.0,37.9,35.0,65000.0,10+ years,MORTGAGE,1200.0,7.9,36,A,home_improvement,540882.4,0,13.77,65000.0,1500.0,540882.4,11.082157933374816,13.200957158968144,72.7,2.754,1.5
727.0,25.46,0.0,0.0,0.0,69.4,18.0,85000.0,4 years,RENT,16000.0,7.9,36,A,credit_card,2144089.6,0,25.46,85000.0,16000.0,2144089.6,11.350418300109132,14.578225591344385,72.7,5.0920000000000005,16.0
732.0,23.41,0.0,0.0,0.0,72.6,17.0,53102.0,10+ years,RENT,26375.0,8.9,36,A,debt_consolidation,1323400.8,0,23.41,53102.0,26375.0,1323400.8,10.879988702809266,14.095715345063464,73.2,4.682,26.375
692.0,16.61,0.0,0.0,0.0,70.5,15.0,61000.0,10+ years,RENT,24000.0,14.65,36,C,debt_consolidation,2144089.6,0,16.61,61000.0,24000.0,2144089.6,11.0186455364637,14.578225591344385,69.2,3.322,24.0
687.0,22.65,0.0,0.0,0.0,65.4,30.0,38837.0,9 years,OWN,16000.0,13.67,36,B,debt_consolidation,1410447.8,0,22.65,38837.0,16000.0,1410447.8,10.567154427773565,14.159417800586231,68.7,4.529999999999999,16.0
667.0,10.35,0.0,1.0,0.0,74.2,9.0,40000.0,10+ years,OWN,19125.0,21.97,60,E,home_improvement,1323400.8,0,10.35,40000.0,19125.0,1323400.8,10.596659732783579,14.095715345063464,66.7,2.07,19.125
662.0,18.2,0.0,0.0,0.0,67.1,10.0,30000.0,3 years,MORTGAGE,5000.0,18.25,36,D,small_business,540882.4,0,18.2,30000.0,5000.0,540882.4,10.308985993422082,13.200957158968144,66.2,3.6399999999999997,5.0
747.0,20.97,0.0,1.0,0.0,35.6,48.0,90000.0,10+ years,MORTGAGE,35000.0,14.65,60,C,debt_consolidation,640663.1,0,20.97,90000.0,35000.0,640663.1,11.407576060361786,13.370259012711182,74.7,4.194,35.0
702.0,0.67,1.0,1.0,0.0,10.2,8.0,35760.0,< 1 year,MORTGAGE,3000.0,13.99,36,C,home_improvement,233481.2,0,1.05,35760.0,3000.0,233481.2,10.484613193102275,12.36085683893104,70.2,0.21000000000000002,3.0
702.0,4.75,0.0,0.0,0.0,37.2,7.0,22000.0,8 years,RENT,3300.0,12.12,36,B,credit_card,400623.3,0,4.75,22000.0,3300.0,400623.3,9.99884318585288,12.900776863278333,70.2,0.95,3.3
692.0,19.07,0.0,0.0,0.0,55.2,30.0,48600.0,10+ years,MORTGAGE,7000.0,9.76,36,B,debt_consolidation,1410447.8,0,19.07,48600.0,7000.0,1410447.8,10.791399385808587,14.159417800586231,69.2,3.814,7.0
732.0,18.77,0.0,0.0,0.0,57.6,21.0,42000.0,10+ years,MORTGAGE,1925.0,7.62,36,A,debt_consolidation,444478.2,0,18.77,42000.0,1925.0,444478.2,10.645448706505872,13.00465628886389,73.2,3.754,1.925
677.0,5.29,0.0,0.0,0.0,72.5,12.0,32000.0,6 years,MORTGAGE,11200.0,13.99,36,C,debt_consolidation,43550.7,0,5.29,32000.0,11200.0,43550.7,10.373522431293592,10.681681055630232,67.7,1.058,11.2
702.0,17.2,1.0,0.0,0.0,90.0,35.0,130000.0,< 1 year,MORTGAGE,7350.0,10.74,36,B,debt_consolidation,1323400.8,0,17.2,130000.0,7350.0,1323400.8,11.775297421715827,14.095715345063464,70.2,3.44,7.35
727.0,14.52,0.0,1.0,0.0,30.0,5.0,30000.0,< 1 year,RENT,8500.0,12.12,36,B,other,2144089.6,0,14.52,30000.0,8500.0,2144089.6,10.308985993422082,14.578225591344385,72.7,2.904,8.5
702.0,16.18,0.0,1.0,0.0,79.9,19.0,93000.0,4 years,MORTGAGE,15000.0,13.99,36,C,debt_consolidation,1410447.8,0,16.18,93000.0,15000.0,1410447.8,11.440365524765756,14.159417800586231,70.2,3.2359999999999998,15.0
682.0,16.92,0.0,0.0,0.0,89.8,10.0,62000.0,4 years,RENT,8000.0,13.99,36,C,debt_consolidation,2144089.6,0,16.92,62000.0,8000.0,2144089.6,11.034905792929415,14.578225591344385,68.2,3.3840000000000003,8.0
712.0,17.27,0.0,0.0,0.0,75.6,23.0,56000.0,6 years,MORTGAGE,20000.0,13.99,60,C,debt_consolidation,540882.4,0,17.27,56000.0,20000.0,540882.4,10.933124826700707,13.200957158968144,71.2,3.4539999999999997,20.0
667.0,15.55,0.0,0.0,0.0,72.3,17.0,53000.0,,RENT,19000.0,22.45,60,F,credit_card,233481.2,0,15.55,53000.0,19000.0,233481.2,10.87806606028079,12.36085683893104,66.7,3.1100000000000003,19.0
717.0,13.53,1.0,0.0,0.0,23.8,46.0,40176.0,6 years,MORTGAGE,4375.0,7.9,36,A,debt_consolidation,443566.1,0,13.53,40176.0,4375.0,443566.1,10.601049971569482,13.0026021113398,71.7,2.706,4.375
672.0,21.43,0.0,3.0,0.0,74.6,10.0,33200.0,< 1 year,RENT,2000.0,15.31,36,C,moving,439539.7,0,21.43,33200.0,2000.0,439539.7,10.410335274932896,12.993483321948231,67.2,4.286,2.0
667.0,11.74,0.0,2.0,0.0,76.5,14.0,23000.0,4 years,MORTGAGE,5000.0,15.81,36,C,debt_consolidation,296272.5,0,11.74,23000.0,5000.0,296272.5,10.043292972227004,12.59903491791456,66.7,2.348,5.0
757.0,2.31,0.0,3.0,0.0,10.8,18.0,103600.0,3 years,RENT,30000.0,9.76,36,B,car,1410447.8,0,2.31,103600.0,30000.0,1410447.8,11.548302261270587,14.159417800586231,75.7,0.462,30.0
672.0,17.84,0.0,0.0,0.0,53.8,24.0,60000.0,1 year,RENT,28425.0,23.13,60,F,debt_consolidation,445120.7,0,17.84,60000.0,28425.0,445120.7,11.002116507732017,13.006100760325612,67.2,3.568,28.425
667.0,14.6,0.0,0.0,0.0,41.8,18.0,53000.0,3 years,RENT,20000.0,22.45,60,F,debt_consolidation,519569.0,1,14.6,53000.0,20000.0,519569.0,10.87806606028079,13.160754900720871,66.7,2.92,20.0
722.0,27.15,0.0,0.0,0.0,56.3,21.0,75840.0,4 years,RENT,16800.0,7.9,36,A,debt_consolidation,2144089.6,0,27.15,75840.0,16800.0,2144089.6,11.236394322495983,14.578225591344385,72.2,5.43,16.8
687.0,23.49,0.0,1.0,0.0,90.9,13.0,26000.0,10+ years,OWN,10150.0,15.31,36,C,credit_card,61866.7,0,23.49,26000.0,10150.0,61866.7,10.165890277802454,11.032737349459087,68.7,4.6979999999999995,10.15
717.0,10.43,0.0,0.0,0.0,5.9,19.0,26000.0,6 years,RENT,1000.0,7.9,36,A,other,127789.1,0,10.43,26000.0,1500.0,127789.1,10.165890277802454,11.758136527773347,71.7,2.086,1.5
692.0,7.57,0.0,2.0,0.0,89.6,31.0,202000.0,< 1 year,MORTGAGE,29375.0,21.48,60,E,debt_consolidation,444478.2,0,7.57,202000.0,29375.0,444478.2,12.216027926866138,13.00465628886389,69.2,1.514,29.375
767.0,15.23,0.0,4.0,0.0,20.3,45.0,135000.0,10+ years,MORTGAGE,30000.0,10.74,36,B,small_business,418742.3,0,15.23,135000.0,30000.0,418742.3,11.813037464800539,12.94501097389265,76.7,3.0460000000000003,30.0
677.0,8.14,2.0,1.0,0.0,84.6,24.0,158000.0,10+ years,MORTGAGE,21600.0,15.81,36,C,debt_consolidation,2144089.6,1,8.14,158000.0,21600.0,2144089.6,11.970356641102999,14.578225591344385,67.7,1.6280000000000001,21.6
687.0,17.71,0.0,1.0,0.0,78.3,29.0,102000.0,< 1 year,MORTGAGE,3200.0,13.11,36,B,moving,400623.3,1,17.71,102000.0,3200.0,400623.3,11.532737896139919,12.900776863278333,68.7,3.5420000000000003,3.2
682.0,10.3,0.0,0.0,0.0,54.1,12.0,55000.0,5 years,RENT,12000.0,13.11,36,B,credit_card,768722.9,0,10.3,55000.0,12000.0,768722.9,10.915106645867503,13.552485845448977,68.2,2.06,12.0
