fico,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_util,total_acc,annual_inc,emp_length,home_ownership,loan_amnt,int_rate,term,grade,purpose,state_gdp_2012,default
682.0,22.49,0.0,0.0,0.0,97.3%,16.0,40000.0,10+ years,RENT,9000.0, 18.25%, 36 months,D,debt_consolidation,400623.3,1
722.0,17.9,0.0,0.0,0.0,58.5%,19.0,50000.0,2 years,MORTGAGE,14400.0,  8.90%, 36 months,A,credit_card,186553.9,0
692.0,6.56,0.0,1.0,0.0,20.6%,14.0,70000.0,6 years,RENT,10000.0, 13.67%, 36 months,B,car,2144089.6,0
662.0,18.34,0.0,1.0,0.0,88.9%,23.0,67000.0,10+ years,MORTGAGE,16000.0, 18.55%, 36 months,D,debt_consolidation,1323400.8,0
672.0,13.15,0.0,0.0,0.0,67.7%,24.0,45000.0,6 years,RENT,18200.0, 17.99%, 36 months,D,debt_consolidation,268068.2,0
667.0,22.89,0.0,3.0,0.0,95.2%,21.0,54000.0,10+ years,MORTGAGE,3500.0, 18.55%, 36 months,D,debt_consolidation,1410447.8,0
697.0,10.26,0.0,1.0,0.0,60.1%,15.0,52000.0,8 years,RENT,22000.0, 14.65%, 36 months,C,debt_consolidation,2144089.6,0
812.0,11.25,0.0,1.0,0.0,1.2%,20.0,35000.0,5 years,MORTGAGE,5000.0,  6.62%, 36 months,A,other,1410447.8,1
672.0,16.17,0.0,0.0,0.0,83.2%,28.0,53196.0,10+ years,RENT,10000.0, 13.99%, 36 months,C,debt_consolidation,720881.5,1
742.0,28.43,0.0,2.0,0.0,27.8%,22.0,42000.0,10+ years,OWN,10000.0,  7.62%, 36 months,A,credit_card,443566.1,0
687.0,24.03,0.0,2.0,0.0,95.7%,22.0,77600.0,< 1 year,MORTGAGE,6250.0, 15.31%, 36 months,C,debt_consolidation,640663.1,0
747.0,26.68,0.0,0.0,0.0,34.2%,39.0,75000.0,10+ years,MORTGAGE,35000.0, 13.11%, 60 months,B,debt_consolidation,768722.9,0
702.0,12.0,0.0,0.0,0.0,21.7%,22.0,39000.0,10+ years,RENT,6000.0,  8.90%, 36 months,A,debt_consolidation,268068.2,0
762.0,19.83,1.0,0.0,0.0,4.6%,23.0,43500.0,< 1 year,RENT,8400.0,  6.62%, 36 months,A,debt_consolidation,2144089.6,0
742.0,11.22,0.0,1.0,0.0,69.4%,22.0,85000.0,10+ years,MORTGAGE,30000.0, 10.74%, 36 months,B,debt_consolidation,443566.1,0
747.0,14.07,0.0,0.0,0.0,14.4%,6.0,36000.0,< 1 year,RENT,5100.0,  8.90%, 36 months,A,wedding,273593.9,0
762.0,5.04,0.0,2.0,0.0,9.7%,22.0,75000.0,,MORTGAGE,5000.0,  7.90%, 36 months,A,home_improvement,186553.9,0
667.0,16.42,0.0,0.0,0.0,71.3%,22.0,42376.0,7 years,MORTGAGE,10000.0, 17.27%, 36 months,D,debt_consolidation,268861.9,1
742.0,20.28,0.0,0.0,0.0,58.1%,28.0,65000.0,2 years,RENT,4000.0,  6.62%, 36 months,A,debt_consolidation,1323400.8,0
682.0,19.28,0.0,0.0,0.0,96.6%,13.0,30000.0,7 years,RENT,3600.0, 13.99%, 36 months,C,debt_consolidation,540882.4,0
677.0,20.82,0.0,0.0,0.0,83.8%,9.0,20000.0,10+ years,RENT,9750.0, 13.67%, 36 months,B,debt_consolidation,439539.7,0
687.0,6.3,1.0,2.0,0.0,56.4%,21.0,320000.0,2 years,MORTGAGE,35000.0, 21.97%, 60 months,E,home_improvement,519569.0,0
677.0,12.82,0.0,2.0,0.0,53%,13.0,69000.0,5 years,MORTGAGE,11600.0, 21.48%, 60 months,E,small_business,1410447.8,0
682.0,17.58,0.0,1.0,0.0,74.4%,33.0,138000.0,2 years,MORTGAGE,24000.0, 20.50%, 60 months,E,debt_consolidation,445120.7,0
787.0,8.66,0.0,1.0,0.0,41.8%,17.0,137000.0,2 years,MORTGAGE,15000.0,  6.03%, 36 months,A,medical,445120.7,0
822.0,15.29,0.0,1.0,0.0,13.6%,25.0,54000.0,9 years,RENT,12500.0,  6.03%, 36 months,A,debt_consolidation,418742.3,0
702.0,15.01,0.0,1.0,0.0,47.7%,18.0,65000.0,10+ years,RENT,7000.0, 10.74%, 36 months,B,other,1323400.8,0
767.0,1.73,0.0,0.0,0.0,22.8%,13.0,90000.0,4 years,RENT,25000.0,  7.90%, 36 months,A,debt_consolidation,174427.6,0
707.0,21.37,0.0,0.0,0.0,86.7%,22.0,58000.0,10+ years,MORTGAGE,12000.0, 12.12%, 36 months,B,credit_card,640663.1,1
697.0,19.23,0.0,3.0,0.0,26.9%,53.0,40000.0,6 years,RENT,10800.0, 14.65%, 36 months,C,debt_consolidation,87644.8,1
702.0,23.01,0.0,0.0,0.0,70.5%,48.0,112000.0,10+ years,MORTGAGE,12000.0, 10.74%, 36 months,B,credit_card,233481.2,0
697.0,0.77,2.0,0.0,0.0,14%,27.0,80000.0,10+ years,MORTGAGE,2400.0,  9.76%, 36 months,B,car,519569.0,0
722.0,18.11,0.0,0.0,0.0,59.7%,34.0,68000.0,2 years,MORTGAGE,12700.0,  8.90%, 36 months,A,debt_consolidation,445120.7,0
702.0,23.45,0.0,0.0,0.0,70.6%,25.0,39000.0,4 years,RENT,7400.0,  8.90%, 36 months,A,credit_card,296272.5,0
722.0,9.91,2.0,0.0,0.0,9.3%,27.0,145000.0,< 1 year,MORTGAGE,19200.0, 12.12%, 60 months,B,debt_consolidation,2144089.6,0
702.0,16.98,0.0,1.0,0.0,50.5%,25.0,72000.0,10+ years,MORTGAGE,14125.0, 13.11%, 36 months,B,debt_consolidation,2144089.6,1
727.0,12.34,0.0,3.0,1.0,0.1%,12.0,35395.72,7 years,RENT,3000.0,  8.90%, 36 months,A,renewable_energy,2144089.6,1
712.0,24.75,0.0,2.0,0.0,64.6%,26.0,137000.0,3 years,MORTGAGE,26000.0, 16.29%, 36 months,C,debt_consolidation,175328.5,0
757.0,17.3,0.0,3.0,0.0,25.5%,28.0,74000.0,10+ years,MORTGAGE,4000.0,  6.62%, 36 months,A,home_improvement,1323400.8,0
722.0,20.64,0.0,0.0,0.0,60%,21.0,45000.0,< 1 year,OWN,10000.0,  7.90%, 36 months,A,debt_consolidation,768722.9,0
677.0,18.72,2.0,0.0,0.0,85.9%,17.0,50000.0,10+ years,OWN,10000.0, 13.67%, 36 months,B,debt_consolidation,140764.1,0
752.0,9.33,0.0,0.0,0.0,55%,24.0,140000.0,10+ years,MORTGAGE,30000.0,  7.90%, 36 months,A,debt_consolidation,334555.5,0
832.0,1.82,0.0,0.0,0.0,9%,18.0,120000.0,10+ years,OWN,35000.0,  7.90%, 36 months,A,home_improvement,439539.7,0
697.0,9.32,1.0,2.0,0.0,43.6%,42.0,75000.0,10+ years,MORTGAGE,10000.0, 13.67%, 36 months,B,car,519569.0,1
712.0,19.29,0.0,2.0,0.0,46.3%,18.0,55000.0,9 years,RENT,14000.0, 10.74%, 36 months,B,debt_consolidation,768722.9,0
677.0,17.07,1.0,0.0,0.0,81.6%,15.0,40000.0,8 years,MORTGAGE,12800.0, 14.65%, 36 months,C,credit_card,268861.9,0
687.0,13.82,0.0,0.0,0.0,38.8%,25.0,25000.0,2 years,RENT,9600.0, 13.11%, 36 months,B,debt_consolidation,273593.9,1
687.0,14.4,1.0,2.0,0.0,20.9%,40.0,75000.0,7 years,MORTGAGE,3500.0, 13.11%, 36 months,B,major_purchase,443566.1,0
692.0,7.92,0.0,0.0,0.0,54.3%,6.0,30000.0,2 years,RENT,2500.0, 14.65%, 60 months,C,debt_consolidation,1323400.8,0
677.0,22.44,0.0,0.0,0.0,81.5%,23.0,56000.0,1 year,RENT,16000.0, 14.65%, 36 months,C,debt_consolidation,1410447.8,0
662.0,20.4,0.0,2.0,0.0,72.3%,21.0,46000.0,1 year,RENT,15000.0, 18.55%, 36 months,D,credit_card,540882.4,0
727.0,14.33,0.0,0.0,0.0,30.1%,15.0,55000.0,2 years,RENT,11000.0,  7.90%, 36 months,A,credit_card,1410447.8,0
702.0,20.07,0.0,1.0,0.0,33.4%,24.0,54500.0,2 years,RENT,13000.0, 13.11%, 36 months,B,debt_consolidation,296272.5,0
702.0,12.34,0.0,1.0,0.0,91.6%,29.0,110000.0,7 years,MORTGAGE,18000.0, 18.55%, 60 months,D,debt_consolidation,2144089.6,0
697.0,17.5,0.0,0.0,0.0,75.6%,25.0,48000.0,5 years,RENT,15000.0, 13.11%, 36 months,B,small_business,443566.1,0
672.0,4.89,1.0,0.0,0.0,62.8%,23.0,39000.0,5 years,RENT,2000.0, 13.11%, 36 months,B,debt_consolidation,2144089.6,0
692.0,16.36,0.0,0.0,0.0,62.1%,11.0,22000.0,4 years,RENT,6000.0, 10.74%, 36 months,B,debt_consolidation,2144089.6,0
677.0,15.88,1.0,1.0,0.0,75.1%,24.0,72000.0,6 years,RENT,9950.0, 15.31%, 36 months,C,debt_consolidation,2144089.6,0
772.0,10.44,0.0,1.0,0.0,42.4%,17.0,85000.0,< 1 year,RENT,10000.0,  6.62%, 36 months,A,debt_consolidation,2144089.6,0
672.0,22.69,0.0,2.0,0.0,71.9%,23.0,45000.0,1 year,RENT,12000.0, 16.29%, 36 months,C,credit_card,2144089.6,1
702.0,18.56,0.0,1.0,0.0,41.6%,6.0,30000.0,< 1 year,RENT,11000.0, 13.67%, 36 months,B,debt_consolidation,400623.3,0
662.0,21.07,0.0,2.0,0.0,45.5%,17.0,34000.0,5 years,OWN,3500.0, 20.50%, 60 months,E,debt_consolidation,540882.4,1
672.0,14.27,4.0,0.0,0.0,32.6%,17.0,135000.0,< 1 year,MORTGAGE,13200.0, 18.25%, 36 months,D,small_business,445120.7,1
667.0,22.78,1.0,2.0,0.0,81.5%,27.0,35000.0,5 years,OWN,7000.0, 17.27%, 36 months,D,debt_consolidation,2144089.6,0
682.0,19.14,0.0,0.0,0.0,73.2%,13.0,33700.0,1 year,RENT,6000.0, 12.12%, 36 months,B,credit_card,519569.0,0
682.0,12.05,0.0,0.0,0.0,87.1%,15.0,70000.0,3 years,OWN,6300.0, 12.12%, 36 months,B,home_improvement,720881.5,0
767.0,8.35,0.0,1.0,0.0,24%,28.0,90000.0,10+ years,MORTGAGE,29700.0, 13.11%, 60 months,B,debt_consolidation,720881.5,0
667.0,15.87,0.0,1.0,0.0,65.6%,9.0,40000.0,4 years,RENT,11400.0, 16.29%, 36 months,C,debt_consolidation,274540.5,0
692.0,14.93,0.0,3.0,0.0,58.6%,27.0,75000.0,10+ years,MORTGAGE,15400.0, 19.99%, 60 months,E,debt_consolidation,128764.2,1
792.0,11.88,0.0,0.0,0.0,14.3%,24.0,100000.0,< 1 year,RENT,15000.0,  6.03%, 36 months,A,debt_consolidation,2144089.6,0
662.0,14.5,0.0,1.0,0.0,93.1%,32.0,115000.0,4 years,RENT,24000.0, 23.33%, 60 months,F,debt_consolidation,268068.2,0
712.0,12.36,1.0,1.0,0.0,42.7%,36.0,80000.0,< 1 year,MORTGAGE,6650.0,  9.76%, 36 months,B,debt_consolidation,2144089.6,0
797.0,11.89,0.0,4.0,0.0,9.5%,23.0,63673.0,6 years,MORTGAGE,3000.0,  6.62%, 36 months,A,debt_consolidation,444478.2,0
777.0,4.55,1.0,0.0,0.0,4.3%,36.0,72000.0,10+ years,MORTGAGE,3725.0,  6.62%, 36 months,A,debt_consolidation,2144089.6,0
787.0,9.49,0.0,0.0,0.0,24.3%,29.0,264000.0,5 years,MORTGAGE,30000.0,  9.76%, 60 months,B,other,768722.9,0
772.0,10.05,0.0,1.0,0.0,5.6%,27.0,115000.0,2 years,MORTGAGE,9000.0,  6.62%, 36 months,A,other,768722.9,0
667.0,17.34,3.0,0.0,0.0,97.1%,22.0,104000.0,10+ years,RENT,10000.0, 20.50%, 36 months,E,debt_consolidation,2144089.6,0
667.0,9.35,0.0,0.0,1.0,87.7%,13.0,85000.0,4 years,RENT,5525.0, 14.65%, 36 months,C,wedding,2144089.6,0
742.0,9.3,0.0,1.0,0.0,20.2%,37.0,99600.0,10+ years,MORTGAGE,35000.0, 10.74%, 36 months,B,home_improvement,640663.1,0
692.0,21.56,0.0,0.0,0.0,71.7%,18.0,58000.0,10+ years,MORTGAGE,6000.0,  9.76%, 36 months,B,debt_consolidation,140764.1,0
697.0,23.68,0.0,0.0,0.0,63.3%,14.0,45000.0,4 years,RENT,16000.0, 18.25%, 60 months,D,wedding,1323400.8,1
757.0,20.25,0.0,2.0,0.0,30.6%,33.0,36500.0,5 years,MORTGAGE,16425.0, 13.11%, 60 months,B,debt_consolidation,1323400.8,0
697.0,11.22,1.0,0.0,0.0,47.6%,21.0,55126.0,10+ years,RENT,19000.0, 13.11%, 36 months,B,debt_consolidation,1323400.8,0
757.0,5.62,0.0,0.0,0.0,79.7%,16.0,76000.0,5 years,MORTGAGE,33000.0, 12.12%, 60 months,B,debt_consolidation,540882.4,0
687.0,22.45,0.0,1.0,0.0,94.8%,25.0,58850.0,4 years,RENT,3500.0, 18.25%, 60 months,D,other,439539.7,0
782.0,8.95,0.0,0.0,0.0,5.1%,26.0,50000.0,3 years,MORTGAGE,5000.0,  6.03%, 36 months,A,home_improvement,175328.5,0
672.0,12.14,0.0,1.0,0.0,59.3%,28.0,51984.0,2 years,RENT,7000.0, 15.81%, 36 months,C,debt_consolidation,140764.1,0
787.0,0.75,0.0,0.0,0.0,7.9%,9.0,40000.0,10+ years,RENT,19000.0,  8.90%, 36 months,A,wedding,443566.1,0
707.0,6.58,3.0,0.0,0.0,61.3%,24.0,64000.0,10+ years,MORTGAGE,8500.0,  9.76%, 36 months,B,debt_consolidation,2144089.6,0
747.0,7.6,0.0,0.0,0.0,23.8%,17.0,120000.0,2 years,RENT,7200.0,  6.62%, 36 months,A,credit_card,2144089.6,0
672.0,8.7,0.0,0.0,0.0,62.6%,12.0,44000.0,10+ years,RENT,6800.0, 13.99%, 36 months,C,debt_consolidation,400623.3,0
677.0,5.76,0.0,0.0,1.0,68.5%,6.0,32100.0,9 years,RENT,3000.0, 13.99%, 36 months,C,car,443566.1,0
722.0,15.17,0.0,1.0,0.0,89.4%,30.0,110000.0,9 years,MORTGAGE,30000.0, 20.50%, 60 months,E,debt_consolidation,186553.9,0
672.0,11.6,0.0,3.0,0.0,85.9%,13.0,29000.0,3 years,RENT,4000.0, 15.31%, 36 months,C,home_improvement,768722.9,0
672.0,10.73,0.0,3.0,0.0,49.4%,7.0,16000.0,1 year,RENT,3000.0, 17.27%, 36 months,D,moving,2144089.6,0
767.0,17.78,0.0,2.0,0.0,42.5%,36.0,44000.0,8 years,RENT,22000.0,  7.90%, 36 months,A,small_business,334555.5,0
687.0,10.59,0.0,0.0,0.0,68.3%,43.0,60947.0,10+ years,MORTGAGE,10800.0, 12.12%, 36 months,B,wedding,1410447.8,1
712.0,7.98,0.0,1.0,0.0,82.1%,31.0,138000.0,5 years,RENT,6000.0,  9.76%, 36 months,B,debt_consolidation,400623.3,0
827.0,10.4,0.0,0.0,0.0,9.9%,37.0,51000.0,10+ years,MORTGAGE,10000.0,  6.03%, 36 months,A,other,768722.9,0
692.0,23.9,0.0,0.0,0.0,52.3%,29.0,40000.0,1 year,RENT,11000.0, 12.12%, 36 months,B,debt_consolidation,1323400.8,0
717.0,17.37,0.0,2.0,0.0,22.3%,27.0,65000.0,2 years,RENT,4500.0,  8.90%, 36 months,A,credit_card,140764.1,0
697.0,0.13,0.0,0.0,0.0,3.2%,18.0,142500.0,< 1 year,RENT,5000.0, 14.65%, 60 months,C,other,400623.3,0
707.0,14.79,0.0,2.0,0.0,59%,10.0,34000.0,4 years,MORTGAGE,4200.0,  9.76%, 36 months,B,wedding,418742.3,0
682.0,22.46,1.0,2.0,0.0,75.4%,29.0,115000.0,10+ years,MORTGAGE,34000.0, 22.45%, 60 months,F,home_improvement,540882.4,0
662.0,18.93,1.0,1.0,0.0,77%,31.0,67000.0,10+ years,RENT,12000.0, 17.27%, 36 months,D,debt_consolidation,73676.7,0
697.0,19.15,0.0,0.0,0.0,76.9%,9.0,71360.0,4 years,MORTGAGE,18000.0, 18.55%, 60 months,D,credit_card,768722.9,0
687.0,13.95,0.0,2.0,0.0,42.6%,9.0,33800.0,10+ years,RENT,12000.0, 14.65%, 36 months,C,credit_card,720881.5,0
682.0,16.28,2.0,2.0,0.0,66.6%,35.0,72000.0,7 years,MORTGAGE,19000.0, 15.81%, 36 months,C,wedding,233481.2,0
777.0,25.94,0.0,0.0,0.0,7.9%,33.0,65000.0,4 years,MORTGAGE,3000.0,  6.03%, 36 months,A,debt_consolidation,400623.3,0
677.0,13.52,0.0,0.0,0.0,96.3%,9.0,78000.0,< 1 year,RENT,17000.0, 19.22%, 36 months,D,debt_consolidation,2144089.6,0
772.0,17.97,0.0,0.0,0.0,10.8%,26.0,42000.0,2 years,MORTGAGE,7200.0,  6.03%, 36 months,A,debt_consolidation,640663.1,0
682.0,14.76,0.0,2.0,0.0,79.2%,10.0,100000.0,1 year,RENT,21000.0, 19.22%, 60 months,D,credit_card,2144089.6,1
677.0,5.24,0.0,0.0,0.0,58.6%,16.0,150000.0,2 years,OWN,18200.0, 14.65%, 36 months,C,debt_consolidation,1410447.8,0
772.0,19.04,0.0,0.0,0.0,7.4%,34.0,71800.0,10+ years,RENT,13000.0,  6.03%, 36 months,A,debt_consolidation,2144089.6,1
777.0,14.73,0.0,0.0,0.0,12.7%,22.0,78000.0,2 years,MORTGAGE,2500.0,  6.03%, 36 months,A,other,445120.7,0
717.0,10.52,0.0,1.0,0.0,46.8%,16.0,65000.0,10+ years,RENT,6000.0,  8.90%, 36 months,A,debt_consolidation,274540.5,0
802.0,9.48,0.0,0.0,0.0,7.2%,23.0,127500.0,1 year,RENT,8500.0,  6.03%, 36 months,A,debt_consolidation,519569.0,0
792.0,28.42,0.0,0.0,0.0,26%,38.0,53000.0,10+ years,RENT,10000.0,  6.03%, 36 months,A,small_business,51607.4,1
682.0,17.38,2.0,1.0,0.0,50.4%,24.0,48000.0,3 years,RENT,18000.0, 19.22%, 60 months,D,medical,519569.0,0
692.0,12.61,0.0,1.0,0.0,73.7%,14.0,85000.0,< 1 year,RENT,16000.0, 15.31%, 36 months,C,debt_consolidation,445120.7,0
747.0,21.67,0.0,0.0,0.0,61.2%,17.0,34000.0,8 years,MORTGAGE,9000.0,  6.62%, 36 months,A,debt_consolidation,173238.8,0
707.0,15.89,0.0,1.0,0.0,27%,31.0,50000.0,10+ years,MORTGAGE,4000.0,  9.76%, 36 months,B,debt_consolidation,2144089.6,0
712.0,21.75,0.0,0.0,0.0,71.6%,39.0,80000.0,10+ years,MORTGAGE,6500.0,  7.90%, 36 months,A,credit_card,418742.3,0
672.0,16.65,0.0,1.0,0.0,82.7%,13.0,70000.0,8 years,RENT,21500.0, 20.50%, 36 months,E,small_business,768722.9,0
697.0,16.18,0.0,0.0,0.0,97.4%,12.0,89000.0,5 years,RENT,7000.0, 13.11%, 36 months,B,debt_consolidation,445120.7,0
682.0,22.82,0.0,1.0,0.0,56.9%,26.0,53000.0,6 years,RENT,5000.0, 13.67%, 36 months,B,debt_consolidation,2144089.6,0
707.0,23.67,0.0,0.0,0.0,46.4%,15.0,55000.0,3 years,RENT,9500.0,  9.76%, 36 months,B,debt_consolidation,400623.3,0
672.0,11.53,0.0,2.0,0.0,55.5%,26.0,38000.0,4 years,RENT,7500.0, 15.81%, 36 months,C,debt_consolidation,2144089.6,1
672.0,10.47,0.0,0.0,0.0,80%,15.0,65000.0,10+ years,RENT,10000.0, 17.27%, 36 months,D,debt_consolidation,519569.0,0
667.0,24.5,1.0,0.0,0.0,63.6%,18.0,46000.0,6 years,MORTGAGE,6000.0, 13.99%, 36 months,C,debt_consolidation,186553.9,1
702.0,16.19,0.0,0.0,1.0,89.4%,18.0,49000.0,3 years,RENT,2100.0,  9.76%, 36 months,B,debt_consolidation,768722.9,0
667.0,11.74,0.0,2.0,1.0,68.3%,8.0,60000.0,6 years,MORTGAGE,6000.0, 15.81%, 36 months,C,debt_consolidation,2144089.6,0
772.0,12.05,0.0,1.0,0.0,32%,14.0,52000.0,10+ years,MORTGAGE,2500.0,  6.62%, 36 months,A,major_purchase,1323400.8,0
702.0,13.88,0.0,3.0,1.0,33%,22.0,65000.0,8 years,MORTGAGE,14125.0, 13.11%, 36 months,B,debt_consolidation,1323400.8,0
672.0,19.79,0.0,2.0,0.0,79%,40.0,107000.0,10+ years,RENT,15000.0, 17.27%, 36 months,D,debt_consolidation,400623.3,0
717.0,20.4,0.0,2.0,0.0,1.3%,18.0,40000.0,6 years,RENT,3725.0,  9.76%, 36 months,B,debt_consolidation,768722.9,0
782.0,10.95,0.0,0.0,0.0,12.8%,19.0,45000.0,10+ years,MORTGAGE,2500.0,  6.03%, 36 months,A,medical,1410447.8,0
667.0,21.93,0.0,3.0,0.0,21.9%,61.0,100000.0,8 years,MORTGAGE,8000.0, 23.13%, 36 months,F,other,540882.4,0
702.0,9.87,1.0,0.0,0.0,85.6%,20.0,130000.0,2 years,MORTGAGE,10000.0, 12.12%, 36 months,B,home_improvement,768722.9,0
692.0,8.97,1.0,0.0,1.0,81.4%,33.0,130000.0,2 years,MORTGAGE,13000.0, 12.12%, 36 months,B,home_improvement,768722.9,0
707.0,15.44,0.0,0.0,0.0,50.7%,32.0,60000.0,10+ years,MORTGAGE,8400.0,  9.76%, 36 months,B,credit_card,444478.2,0
772.0,5.09,0.0,0.0,0.0,15.5%,22.0,106176.0,6 years,RENT,15000.0,  7.90%, 36 months,A,debt_consolidation,244114.4,0
707.0,7.74,0.0,0.0,0.0,37.9%,16.0,57408.0,3 years,RENT,12000.0,  9.76%, 36 months,B,credit_card,28893.6,0
772.0,26.22,0.0,0.0,0.0,28.3%,9.0,54000.0,3 years,MORTGAGE,4000.0,  6.03%, 36 months,A,debt_consolidation,439539.7,0
667.0,22.38,0.0,1.0,0.0,89.1%,21.0,65000.0,3 years,RENT,11000.0, 17.27%, 36 months,D,small_business,519569.0,0
722.0,23.27,0.0,0.0,0.0,48.8%,7.0,61000.0,1 year,RENT,7500.0,  9.76%, 36 months,B,small_business,274540.5,0
672.0,4.94,0.0,0.0,0.0,91.2%,20.0,85000.0,< 1 year,RENT,15000.0, 18.25%, 36 months,D,other,2144089.6,0
672.0,24.21,0.0,0.0,0.0,80%,25.0,51000.0,5 years,RENT,1800.0, 13.67%, 36 months,B,vacation,1323400.8,0
797.0,0.0,0.0,0.0,0.0,0%,4.0,22000.0,6 years,OWN,6300.0,  7.90%, 36 months,A,other,640663.1,0
687.0,20.07,0.0,1.0,0.0,64.7%,36.0,90000.0,4 years,MORTGAGE,24000.0, 16.29%, 36 months,C,debt_consolidation,274540.5,0
757.0,4.06,0.0,0.0,0.0,28.3%,7.0,70000.0,< 1 year,RENT,25000.0,  7.90%, 36 months,A,debt_consolidation,1323400.8,0
797.0,1.2,0.0,0.0,0.0,2.7%,26.0,90000.0,5 years,RENT,30000.0, 12.12%, 60 months,B,home_improvement,540882.4,0
732.0,13.24,0.0,0.0,0.0,96.8%,27.0,109000.0,2 years,OWN,35000.0, 19.22%, 36 months,D,home_improvement,768722.9,0
757.0,6.33,0.0,0.0,0.0,56%,14.0,105000.0,5 years,MORTGAGE,13000.0,  7.90%, 36 months,A,credit_card,444478.2,0
667.0,14.9,0.0,0.0,0.0,42.8%,10.0,25000.0,,RENT,7200.0, 18.25%, 36 months,D,other,1323400.8,0
687.0,10.56,0.0,0.0,0.0,75%,12.0,145000.0,3 years,RENT,30000.0, 18.55%, 36 months,D,debt_consolidation,443566.1,0
732.0,13.84,0.0,0.0,0.0,67.5%,31.0,80000.0,10+ years,MORTGAGE,16000.0,  7.90%, 36 months,A,debt_consolidation,439539.7,0
662.0,23.8,1.0,1.0,0.0,35.7%,28.0,48000.0,10+ years,RENT,13075.0, 20.99%, 36 months,E,other,2144089.6,1
697.0,23.94,0.0,0.0,0.0,88.8%,9.0,21600.0,3 years,RENT,4200.0, 12.12%, 36 months,B,small_business,445120.7,0
682.0,12.16,0.0,2.0,0.0,40.2%,29.0,155000.0,6 years,MORTGAGE,35000.0, 19.22%, 36 months,D,debt_consolidation,540882.4,1
717.0,5.92,0.0,1.0,1.0,49.2%,22.0,60000.0,4 years,MORTGAGE,8400.0, 10.74%, 36 months,B,debt_consolidation,2144089.6,0
707.0,5.12,0.0,0.0,0.0,59.7%,17.0,30000.0,10+ years,RENT,4425.0,  8.90%, 36 months,A,other,2144089.6,0
667.0,7.86,0.0,1.0,0.0,92.3%,17.0,120000.0,10+ years,MORTGAGE,10000.0, 17.99%, 36 months,D,debt_consolidation,186553.9,0
692.0,9.28,0.0,0.0,0.0,47.9%,47.0,60000.0,2 years,MORTGAGE,10000.0, 12.12%, 36 months,B,wedding,768722.9,0
732.0,11.0,0.0,0.0,0.0,41.4%,8.0,30000.0,2 years,MORTGAGE,8000.0,  7.62%, 36 months,A,small_business,768722.9,0
697.0,7.62,0.0,0.0,0.0,85.6%,9.0,34000.0,5 years,RENT,12000.0, 13.11%, 36 months,B,debt_consolidation,1323400.8,1
692.0,22.09,0.0,0.0,0.0,68.1%,24.0,106000.0,10+ years,MORTGAGE,19000.0, 13.11%, 36 months,B,credit_card,107718.8,0
752.0,8.21,0.0,3.0,0.0,10.9%,24.0,90000.0,5 years,MORTGAGE,28000.0,  7.90%, 36 months,A,small_business,720881.5,0
697.0,18.46,0.0,0.0,0.0,89.4%,35.0,79645.0,5 years,RENT,13300.0, 12.12%, 36 months,B,debt_consolidation,268068.2,1
702.0,18.14,1.0,0.0,0.0,60.4%,35.0,134110.0,10+ years,MORTGAGE,24000.0, 13.67%, 36 months,B,debt_consolidation,768722.9,0
727.0,15.07,0.0,0.0,0.0,87.4%,16.0,63000.0,10+ years,MORTGAGE,15000.0, 13.67%, 60 months,B,debt_consolidation,273593.9,0
777.0,12.75,0.0,0.0,0.0,13.7%,4.0,9600.0,,RENT,1000.0,  7.90%, 36 months,A,other,2144089.6,0
682.0,12.22,0.0,3.0,0.0,89.5%,13.0,65000.0,10+ years,MORTGAGE,5100.0, 13.99%, 36 months,C,medical,1410447.8,0
777.0,22.73,0.0,0.0,0.0,3.5%,24.0,32000.0,2 years,RENT,15875.0,  6.03%, 36 months,A,debt_consolidation,296272.5,0
697.0,20.19,0.0,1.0,0.0,65.6%,20.0,77000.0,6 years,MORTGAGE,6000.0, 12.12%, 36 months,B,debt_consolidation,1410447.8,0
677.0,21.24,0.0,0.0,0.0,72%,43.0,65000.0,4 years,RENT,16000.0, 14.65%, 36 months,C,credit_card,1410447.8,0
727.0,15.23,0.0,0.0,0.0,80%,23.0,125000.0,10+ years,RENT,24000.0, 13.67%, 60 months,B,debt_consolidation,2144089.6,0
762.0,18.49,0.0,0.0,0.0,57.7%,31.0,150000.0,3 years,RENT,35000.0,  7.90%, 36 months,A,debt_consolidation,1323400.8,0
742.0,9.18,0.0,0.0,0.0,49.1%,22.0,80000.0,7 years,RENT,30000.0, 13.11%, 60 months,B,debt_consolidation,2144089.6,0
687.0,2.09,0.0,0.0,0.0,84.6%,4.0,57500.0,4 years,RENT,2200.0, 13.11%, 36 months,B,major_purchase,2144089.6,0
722.0,17.44,0.0,0.0,0.0,39.8%,26.0,100000.0,10+ years,OWN,15000.0,  7.90%, 36 months,A,debt_consolidation,768722.9,0
687.0,15.91,0.0,0.0,0.0,55.2%,12.0,51000.0,6 years,MORTGAGE,7000.0, 10.74%, 36 months,B,other,2144089.6,0
682.0,21.63,0.0,3.0,0.0,58%,16.0,48000.0,7 years,MORTGAGE,15000.0, 15.81%, 36 months,C,small_business,61866.7,0
752.0,25.38,0.0,1.0,0.0,12.6%,31.0,72000.0,10+ years,MORTGAGE,20000.0,  7.90%, 36 months,A,debt_consolidation,2144089.6,0
